1	1	0
2	2	16
3	3	40
4	3	72
5	3	104
6	3	136
7	3	168
8	3	200
9	3	232
10	3	264
11	3	296
12	3	328
13	3	360
14	3	392
15	3	424
16	3	456
17	3	488
18	3	520
19	3	552
20	3	584
21	3	616
22	3	648
23	3	680
24	3	712
25	3	744
26	3	776
27	3	808
28	3	840
29	3	872
30	3	904
31	3	936
32	3	968
33	3	1000
34	3	1032
35	3	1064
36	3	1096
37	3	1128
38	3	1160
39	3	1192
40	3	1224
41	3	1256
42	3	1288
43	3	1320
44	3	1352
45	3	1384
46	3	1416
47	3	1448
48	3	1480
49	3	1512
50	3	1544
51	3	1576
52	3	1608
53	3	1640
54	3	1672
55	3	1704
56	3	1736
57	3	1768
58	3	1800
59	3	1832
60	3	1864
61	3	1896
62	3	1928
63	3	1960
64	3	1992
65	3	2024
66	3	2056
67	3	2088
68	3	2120
69	3	2152
70	3	2184
71	3	2216
72	3	2248
73	3	2280
74	3	2312
75	3	2344
76	3	2376
77	3	2408
78	3	2440
79	3	2472
80	3	2504
81	3	2536
82	3	2568
83	3	2600
84	3	2632
85	3	2664
86	3	2696
87	3	2728
88	3	2760
89	3	2792
90	3	2824
91	3	2856
92	3	2888
93	3	2920
94	3	2952
95	3	2984
96	3	3016
97	3	3048
98	3	3080
99	3	3112
100	3	3144
101	3	3176
102	3	3208
103	3	3240
104	3	3272
105	3	3304
106	3	3336
107	3	3368
108	3	3400
109	3	3432
110	3	3464
111	3	3496
112	3	3528
113	3	3560
114	3	3592
115	3	3624
116	3	3656
117	3	3688
118	3	3720
119	3	3752
120	3	3784
121	3	3816
122	3	3848
123	3	3880
124	3	3912
125	3	3944
126	3	3976
127	3	4008
128	3	4040
129	3	4072
130	3	4104
131	3	4136
132	3	4168
133	3	4200
134	3	4232
135	3	4264
136	3	4296
137	3	4328
138	3	4360
139	3	4392
140	3	4424
141	3	4456
142	3	4488
143	3	4520
144	3	4552
145	3	4584
146	3	4616
147	3	4648
148	3	4680
149	3	4712
150	3	4744
151	3	4776
152	3	4808
153	3	4840
154	3	4872
155	3	4904
156	3	4936
157	3	4968
158	3	5000
159	3	5032
160	3	5064
161	3	5096
162	3	5128
163	3	5160
164	3	5192
165	3	5224
166	3	5256
167	3	5288
168	3	5320
169	3	5352
170	3	5384
171	3	5416
172	3	5448
173	3	5480
174	3	5512
175	3	5544
176	3	5576
177	3	5608
178	3	5640
179	3	5672
180	3	5704
181	3	5736
182	3	5768
183	3	5800
184	3	5832
185	3	5864
186	3	5896
187	3	5928
188	3	5960
189	3	5992
190	3	6024
191	3	6056
192	3	6088
193	3	6120
194	3	6152
195	3	6184
196	3	6216
197	3	6248
198	3	6280
199	3	6312
200	3	6344
201	3	6376
202	3	6408
203	3	6440
204	3	6472
205	3	6504
206	3	6536
207	3	6568
208	3	6600
209	3	6632
210	3	6664
211	3	6696
212	3	6728
